How many employees does your company or organization have?,Do you know the options for mental health care available under your employer-provided coverage?,Would you feel comfortable discussing a mental health disorder with your coworkers?,Were you aware of the options for mental health care provided by your previous employers?,Do you think that discussing a mental health disorder with previous employers would have negative consequences?,Do you think that discussing a physical health issue with previous employers would have negative consequences?,Would you have been willing to discuss a mental health issue with your direct supervisor(s)?,Did you feel that your previous employers took mental health as seriously as physical health?,Would you be willing to bring up a physical health issue with a potential employer in an interview?,Do you think that team members/co-workers would view you more negatively if they knew you suffered from a mental health issue?,Have you observed or experienced an unsupportive or badly handled response to a mental health issue in your current or previous workplace?,Do you have a family history of mental illness?,Do you currently have a mental health disorder?,What is your age?,What country do you work in?,Do you work remotely?,Have you had mental health benefits before,How easy is it to ask for mental health leave?,Mental health effects on work when treated effectively,Sharing mental health issue with family and friends
-0.593597905594566,-1,1,0,1,0,1,-1,1,0,0,0,0,39,49,1,0,2,-1,4
-0.7276935270069581,2,1,1,0,0,1,1,1,0,0,2,2,29,50,0,2,1,1,4
-0.7276935270069581,-1,1,0,-1,1,-1,-1,2,1,1,0,0,38,49,2,0,0,-1,4
-0.7706041258589237,-1,-1,0,1,1,1,-1,2,1,0,0,2,43,49,1,1,-1,1,1
-0.7276935270069581,2,1,0,1,1,1,1,1,1,2,2,2,43,50,1,-1,0,1,4
1.9095203607700877,1,1,2,2,1,0,0,2,1,2,0,2,42,49,1,0,1,-1,4
-0.593597905594566,0,1,1,0,0,2,1,2,0,0,0,0,30,50,1,1,1,-1,1
1.9095203607700877,2,1,1,1,1,1,1,0,1,2,2,2,37,50,2,1,2,1,4
-0.593597905594566,0,2,0,2,2,0,0,1,2,2,2,2,44,50,1,-1,-2,1,4
-0.7706041258589237,-1,-1,1,1,1,1,-1,2,0,0,2,2,30,50,2,1,-1,1,5
-0.593597905594566,1,1,0,1,1,1,0,2,1,2,-1,2,28,50,0,0,2,1,5
0.1215787419381922,2,0,0,2,1,0,0,0,2,0,2,2,34,50,1,0,-1,0,0
0.1215787419381922,1,2,2,0,0,1,2,0,0,0,2,2,30,50,2,1,2,1,4
0.1215787419381922,2,0,0,2,2,1,0,2,2,2,0,1,44,10,1,-1,1,-1,0
0.1215787419381922,2,2,0,-1,0,-1,-1,0,0,0,2,2,35,50,2,-1,2,1,4
0.1215787419381922,0,1,1,1,1,1,1,1,1,0,2,2,52,50,1,1,0,1,1
1.0155495513541395,0,2,2,1,1,1,1,0,1,1,0,0,34,49,0,0,-1,-1,4
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,0,2,2,-1,2,25,50,2,-1,-1,3,2
0.1215787419381922,0,0,0,2,0,0,0,2,2,0,2,2,31,50,1,-1,-1,1,2
-0.7276935270069581,-1,1,2,0,0,1,2,1,2,1,2,0,26,50,1,2,2,-1,2
1.9095203607700877,0,1,2,0,1,1,-1,0,1,0,0,0,35,50,0,1,1,-1,1
-0.593597905594566,2,1,2,-1,1,1,-1,1,0,0,-1,0,25,21,1,2,2,-1,1
-0.763452359383596,2,1,1,1,1,1,1,0,1,2,2,0,33,10,1,1,-1,1,4
-0.7706041258589237,-1,-1,0,1,1,1,-1,1,0,-1,0,0,38,50,1,-1,-1,-1,1
0.1215787419381922,2,1,-1,-1,-1,-1,-1,1,0,1,0,0,42,21,0,-1,2,-1,5
-0.593597905594566,0,0,1,1,1,-1,1,0,2,1,-1,2,27,33,1,0,-2,1,4
0.1215787419381922,0,0,0,-1,1,0,0,1,2,1,0,1,35,21,0,0,-1,1,2
1.0155495513541395,0,1,0,1,1,0,0,1,0,2,2,1,34,49,0,-1,0,1,1
0.1215787419381922,2,2,2,0,0,-1,2,0,0,0,0,2,30,50,1,1,2,3,5
1.9095203607700877,1,0,-1,-1,-1,-1,-1,0,1,0,-1,1,31,50,0,-1,2,1,4
-0.7706041258589237,-1,-1,0,-1,1,2,-1,0,1,0,0,0,37,15,1,1,-1,-1,4
-0.593597905594566,1,1,0,1,1,0,0,2,0,1,0,2,36,49,1,0,2,-1,2
0.1215787419381922,0,0,0,1,0,0,0,0,2,0,0,0,33,21,0,0,1,-1,4
-0.593597905594566,1,2,1,1,1,1,1,2,1,2,2,2,44,50,2,1,2,1,4
0.1215787419381922,2,2,2,1,0,1,0,1,2,2,0,1,29,49,0,0,1,0,4
0.1215787419381922,1,1,0,-1,0,1,1,2,0,0,2,1,29,49,1,0,1,1,5
1.9095203607700877,2,2,0,1,1,2,-1,2,1,2,-1,0,44,10,2,1,0,-1,5
-0.7706041258589237,-1,-1,0,1,1,1,0,1,0,2,2,2,34,50,1,2,-1,1,4
0.1215787419381922,1,1,1,1,0,1,1,1,0,1,-1,2,40,50,2,1,1,1,4
1.9095203607700877,1,2,0,1,0,2,0,1,1,1,2,2,46,33,0,1,-1,3,5
-0.7706041258589237,-1,-1,0,1,0,1,1,2,0,2,2,2,28,31,1,0,-1,1,4
1.9095203607700877,1,0,0,-1,0,0,0,0,2,0,0,0,41,50,0,0,-1,-1,4
-0.7276935270069581,2,1,0,2,2,0,0,0,2,2,2,2,33,50,1,0,1,1,4
-0.7706041258589237,-1,-1,1,1,1,1,-1,2,1,2,2,2,32,50,1,1,-1,1,5
-0.7276935270069581,0,0,1,1,1,1,1,1,1,0,-1,1,45,50,1,1,-1,-1,2
-0.7706041258589237,-1,-1,0,-1,1,-1,-1,2,1,1,2,1,43,49,1,-1,-1,-1,1
-0.7276935270069581,2,2,2,1,0,1,1,0,1,0,0,2,37,50,2,1,2,3,4
-0.593597905594566,-1,0,0,1,1,0,-1,0,1,1,-1,2,37,2,0,0,1,1,1
-0.7276935270069581,2,2,1,1,1,1,1,2,1,1,2,0,27,50,1,1,2,-1,4
-0.7706041258589237,-1,-1,2,2,1,2,2,2,0,-1,0,0,31,33,1,2,-1,-1,1
1.9095203607700877,2,1,2,1,1,1,1,1,0,2,2,2,36,50,1,2,-1,0,1
1.0155495513541395,2,1,2,1,0,1,-1,1,1,0,0,1,34,50,2,0,-1,1,1
1.9095203607700877,0,2,0,1,1,1,1,0,0,0,0,0,31,50,1,1,-1,-1,2
-0.593597905594566,2,2,-1,-1,-1,-1,-1,1,0,0,2,1,30,50,0,-1,1,1,4
0.1215787419381922,2,1,0,1,1,0,0,2,1,1,2,1,32,10,0,1,-1,1,2
-0.7276935270069581,1,0,0,-1,0,1,-1,1,1,0,-1,1,40,50,1,-1,-1,-1,2
0.1215787419381922,0,1,1,1,0,-1,0,2,0,0,-1,0,40,50,1,0,0,-1,1
1.9095203607700877,1,1,0,1,1,0,0,1,2,1,-1,1,41,20,1,0,0,1,4
-0.593597905594566,-1,0,0,2,0,1,-1,2,2,1,0,1,27,49,0,-1,-2,1,4
-0.593597905594566,2,2,0,1,0,2,0,1,0,2,0,0,30,50,1,1,1,-1,4
-0.7706041258589237,-1,-1,0,1,1,0,-1,0,2,2,-1,1,29,51,2,0,-1,-1,1
-0.7706041258589237,-1,-1,0,-1,1,0,-1,0,1,0,0,0,38,49,1,-1,-1,-1,2
-0.7706041258589237,-1,-1,0,-1,1,0,-1,0,0,-1,0,0,35,33,1,-1,-1,-1,1
-0.7276935270069581,2,1,1,-1,0,1,1,2,2,2,2,2,35,50,0,0,-1,1,4
1.9095203607700877,1,0,2,2,1,1,0,2,2,2,2,2,29,50,2,0,0,3,4
0.1215787419381922,1,0,1,-1,1,1,0,1,1,0,2,0,28,50,0,1,-1,-1,4
-0.593597905594566,2,0,0,0,0,2,2,0,2,0,-1,1,27,33,1,0,2,1,5
-0.7706041258589237,-1,-1,0,-1,1,1,0,2,0,1,0,0,39,38,1,0,-1,-1,1
0.1215787419381922,1,1,-1,-1,-1,-1,-1,2,1,0,0,0,28,5,1,-1,0,-1,4
-0.7276935270069581,0,0,0,2,2,0,0,0,2,0,2,0,46,50,1,-1,-2,-1,0
-0.763452359383596,0,2,0,1,1,2,-1,2,0,0,0,0,40,33,1,-1,2,-1,5
-0.593597905594566,2,1,0,1,0,1,-1,1,0,0,2,1,37,50,2,-1,2,-1,4
-0.593597905594566,-1,1,0,0,0,2,-1,1,0,0,2,0,41,33,1,1,2,-1,4
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,0,2,1,-1,2,19,20,0,-1,-1,-1,4
-0.7276935270069581,1,2,0,1,1,1,1,1,0,0,0,0,38,33,0,-1,1,-1,4
-0.593597905594566,1,0,1,-1,0,1,0,2,1,0,0,0,33,50,1,1,-1,-1,1
-0.593597905594566,2,1,1,1,1,1,1,2,0,0,2,2,33,50,2,1,2,1,5
-0.763452359383596,2,1,0,-1,0,1,-1,0,1,0,0,0,21,49,0,0,-1,-1,4
-0.763452359383596,0,0,1,2,2,0,0,0,1,2,2,2,36,7,0,1,-2,3,2
-0.7706041258589237,-1,-1,1,-1,1,1,1,1,1,2,2,2,39,10,1,0,-1,0,2
-0.593597905594566,1,1,-1,-1,-1,-1,-1,2,0,0,0,0,35,50,1,-1,1,-1,4
-0.7706041258589237,-1,-1,2,-1,0,1,-1,0,1,1,2,2,36,20,1,2,-1,1,5
-0.7276935270069581,0,0,0,-1,1,0,-1,1,1,2,0,1,45,50,0,-1,0,-1,2
-0.593597905594566,0,1,1,-1,0,1,1,2,1,0,0,1,41,10,0,-1,-1,-1,4
-0.593597905594566,1,0,0,1,1,1,0,1,2,2,-1,2,35,49,1,-1,-1,1,1
-0.7706041258589237,-1,-1,0,1,1,1,-1,2,0,0,-1,1,30,50,1,-1,-1,1,4
-0.593597905594566,1,1,-1,-1,-1,-1,-1,0,0,0,2,2,24,50,1,-1,2,1,5
0.1215787419381922,-1,0,0,-1,0,0,-1,1,1,-1,-1,0,33,7,0,0,-1,0,4
1.9095203607700877,2,1,2,1,0,-1,-1,0,2,0,2,1,35,50,1,2,0,1,2
-0.7276935270069581,-1,1,0,2,1,0,0,2,1,1,0,2,26,49,1,0,0,1,4
-0.7276935270069581,-1,0,0,1,0,-1,1,2,2,2,0,0,17,7,2,0,-1,0,0
-0.7276935270069581,1,1,0,0,0,1,1,1,1,-1,0,2,29,50,1,0,0,1,4
0.1215787419381922,1,1,1,0,0,1,1,2,1,0,2,2,26,50,1,1,0,1,4
-0.593597905594566,1,1,2,-1,0,1,2,0,2,2,0,0,36,50,2,2,2,-1,1
-0.593597905594566,1,0,0,1,1,-1,0,1,0,0,-1,0,46,50,1,-1,-1,-1,4
-0.7706041258589237,-1,-1,1,1,1,1,1,1,1,2,2,2,39,33,1,1,-1,-1,4
0.1215787419381922,2,1,0,1,0,1,-1,0,1,0,2,2,28,50,1,0,-1,1,4
1.0155495513541395,0,0,0,2,1,0,0,0,2,-1,0,0,40,50,1,-1,0,-1,1
0.1215787419381922,0,1,-1,-1,-1,-1,-1,1,1,0,-1,2,23,50,1,-1,-1,3,5
-0.7276935270069581,1,2,0,-1,0,2,-1,2,1,0,2,0,30,50,1,0,0,-1,4
-0.593597905594566,1,0,1,1,1,0,0,0,2,0,2,0,28,50,1,1,2,-1,4
-0.593597905594566,1,1,-1,-1,-1,-1,-1,0,1,1,-1,1,27,33,0,-1,-1,-1,4
-0.7706041258589237,-1,-1,0,1,1,1,-1,1,2,1,0,1,31,50,2,0,-1,3,4
-0.593597905594566,2,1,1,1,0,1,-1,1,1,1,2,1,39,50,0,1,-1,1,4
1.9095203607700877,2,1,2,-1,2,-1,0,1,1,1,2,2,34,50,2,2,-1,1,4
-0.7276935270069581,2,0,-1,-1,-1,-1,-1,0,0,0,0,2,30,50,1,-1,2,1,2
-0.7706041258589237,-1,-1,2,1,1,1,1,2,0,0,-1,2,30,16,0,0,-1,1,4
0.1215787419381922,0,2,0,2,2,0,0,2,1,1,0,1,31,50,1,0,1,-1,1
-0.593597905594566,2,2,2,-1,0,0,-1,2,0,0,2,2,30,50,2,2,2,1,4
1.9095203607700877,1,0,-1,-1,-1,-1,-1,0,1,0,2,1,32,50,1,-1,-1,-1,4
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,1,2,2,2,0,22,15,1,-1,-1,0,2
-0.7706041258589237,-1,-1,0,2,2,1,0,1,2,2,2,2,37,5,2,-1,-1,1,4
-0.593597905594566,2,1,0,-1,1,-1,-1,1,0,0,0,0,51,50,1,0,-1,-1,4
-0.593597905594566,0,1,0,1,1,1,0,1,1,0,2,2,26,50,1,0,-1,1,5
-0.593597905594566,2,2,0,1,0,0,1,2,0,2,2,0,41,50,1,1,1,0,5
0.1215787419381922,1,1,0,1,1,1,0,1,1,0,2,2,39,50,1,-1,0,0,4
-0.7276935270069581,0,0,1,1,0,1,1,0,2,1,2,1,43,50,1,2,0,1,1
1.0155495513541395,1,2,1,1,0,1,1,2,0,0,2,1,30,49,1,1,0,1,5
-0.593597905594566,2,1,0,1,1,0,0,1,0,0,-1,0,24,50,1,-1,2,-1,1
-0.7706041258589237,-1,-1,2,-1,0,0,-1,1,1,-1,0,2,30,33,1,2,-1,-1,4
-0.7706041258589237,-1,-1,1,1,1,-1,-1,0,2,2,-1,2,48,50,1,1,-1,1,4
-0.7706041258589237,-1,-1,1,1,1,1,1,1,1,2,2,1,55,50,2,1,-1,1,4
-0.763452359383596,0,2,2,1,1,1,-1,1,1,2,-1,1,36,50,1,2,-2,-1,4
-0.7706041258589237,-1,-1,1,-1,0,1,-1,2,1,0,0,0,38,33,1,1,-1,-1,4
0.1215787419381922,0,2,0,1,1,1,0,0,0,0,0,0,34,20,1,-1,2,-1,5
-0.593597905594566,0,0,0,-1,0,0,1,1,2,0,0,0,44,50,1,-1,1,-1,1
1.9095203607700877,1,0,1,-1,1,1,-1,0,1,0,-1,1,45,50,1,2,-2,1,4
-0.7276935270069581,0,1,1,2,1,0,0,1,2,2,-1,1,45,50,1,1,-1,1,0
1.0155495513541395,1,1,0,1,0,1,0,2,1,2,2,2,30,50,1,0,-1,0,4
1.9095203607700877,0,1,1,-1,0,0,0,0,1,2,-1,2,34,50,1,1,-1,1,1
1.9095203607700877,0,1,0,-1,0,1,1,0,0,1,2,0,37,50,1,-1,0,-1,4
1.9095203607700877,1,0,1,1,0,-1,-1,1,1,0,0,0,38,50,1,1,-1,-1,1
-0.593597905594566,0,0,0,1,0,-1,0,1,1,0,0,1,31,50,1,-1,-1,1,1
-0.593597905594566,1,2,2,0,0,2,-1,2,0,0,0,0,33,50,2,1,1,-1,4
0.1215787419381922,2,0,1,1,0,1,0,1,1,1,-1,2,29,50,1,2,-1,1,4
0.1215787419381922,2,2,1,1,1,1,1,2,0,2,2,2,35,50,1,1,1,1,5
-0.593597905594566,0,0,0,-1,0,1,-1,0,1,1,-1,0,26,50,1,-1,-1,-1,4
1.0155495513541395,0,1,0,-1,1,1,1,1,2,1,2,1,36,50,2,-1,-1,1,4
-0.593597905594566,1,1,-1,-1,-1,-1,-1,1,2,0,2,2,21,49,0,-1,-1,1,2
-0.593597905594566,1,0,0,1,0,2,1,2,2,0,-1,2,34,50,1,1,1,1,5
-0.7706041258589237,-1,-1,0,-1,0,0,-1,0,2,0,-1,1,40,21,2,0,-1,-1,5
-0.593597905594566,0,1,1,1,1,1,1,1,0,2,0,2,35,50,1,1,-2,1,4
-0.7276935270069581,2,2,2,1,1,0,0,1,1,1,0,0,44,50,1,0,1,0,5
1.9095203607700877,-1,0,0,2,1,0,0,0,2,2,0,0,45,50,1,0,-2,-1,4
1.9095203607700877,2,1,2,0,0,1,1,2,0,0,0,2,42,50,1,1,2,0,5
-0.7706041258589237,-1,-1,1,1,0,1,0,1,1,2,-1,2,40,50,2,1,-1,1,4
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,0,2,-1,0,0,50,50,2,-1,-1,1,4
0.1215787419381922,0,1,1,-1,0,1,-1,1,1,0,2,1,36,50,2,-1,-1,-1,4
-0.7706041258589237,-1,-1,1,1,0,1,1,1,1,1,2,2,31,50,2,2,-1,1,5
-0.593597905594566,0,2,1,0,0,2,2,1,0,0,-1,0,29,50,2,2,2,-1,4
0.1215787419381922,0,2,-1,-1,-1,-1,-1,2,0,0,0,0,37,50,0,-1,1,-1,0
-0.593597905594566,1,1,0,1,1,1,0,0,0,1,-1,2,31,50,1,1,-2,1,1
1.9095203607700877,0,0,0,1,1,-1,0,0,2,-1,0,0,42,10,2,0,-1,-1,2
1.0155495513541395,2,0,0,1,1,0,1,0,1,0,0,0,25,50,1,1,1,-1,1
-0.7276935270069581,2,1,0,-1,0,-1,-1,2,1,2,2,2,27,50,1,-1,2,1,4
1.9095203607700877,2,1,1,1,1,1,1,0,2,1,0,2,41,50,0,1,-1,1,5
0.1215787419381922,2,1,-1,-1,-1,-1,-1,2,1,1,0,2,41,50,1,-1,1,1,4
1.9095203607700877,2,0,-1,-1,-1,-1,-1,1,2,0,-1,0,55,50,0,-1,2,-1,1
1.9095203607700877,2,1,1,-1,1,0,0,2,1,1,0,2,21,50,0,0,0,-1,4
1.9095203607700877,1,0,1,-1,0,1,-1,1,1,0,0,0,37,33,0,2,2,-1,1
1.9095203607700877,0,1,0,1,1,1,1,1,1,-1,0,0,34,33,1,0,2,-1,1
1.9095203607700877,2,0,0,-1,0,0,-1,1,1,0,-1,1,40,49,0,-1,-1,-1,2
-0.7706041258589237,-1,-1,-1,-1,-1,-1,-1,2,0,0,-1,1,25,33,2,-1,-1,1,4
1.9095203607700877,1,0,0,1,0,1,0,2,2,1,0,1,36,21,1,-1,1,-1,1
-0.593597905594566,1,2,1,1,1,1,1,1,2,2,0,1,25,21,0,1,1,1,4
0.1215787419381922,1,1,0,-1,1,2,-1,1,1,0,0,0,35,50,2,-1,0,-1,4
-0.7276935270069581,1,1,1,-1,1,1,1,1,1,1,-1,0,37,50,2,1,0,-1,4
1.9095203607700877,0,0,0,-1,1,1,-1,0,2,0,-1,1,45,50,1,1,0,-1,2
-0.7276935270069581,-1,2,1,-1,0,0,1,0,1,1,2,2,26,50,0,0,0,1,0
-0.593597905594566,1,1,-1,-1,-1,-1,-1,1,1,0,0,0,23,50,1,-1,1,-1,4
-0.593597905594566,2,0,0,1,0,1,0,1,1,2,2,2,22,50,1,1,-1,1,4
-0.593597905594566,1,1,0,1,0,1,1,0,2,1,2,2,46,50,2,-1,1,1,4
-0.7276935270069581,-1,2,0,-1,0,-1,0,2,1,0,0,0,31,49,1,0,1,-1,1
0.1215787419381922,1,2,0,1,0,-1,-1,2,0,0,2,2,27,50,2,-1,2,1,5
-0.7276935270069581,-1,2,0,2,0,-1,0,1,0,0,-1,0,37,49,1,-1,2,-1,5
0.1215787419381922,1,0,-1,-1,-1,-1,-1,1,0,0,0,0,37,49,0,-1,0,-1,4
1.0155495513541395,0,1,1,0,0,1,-1,0,0,0,2,0,23,33,0,2,2,1,1
-0.593597905594566,2,1,2,1,1,0,0,1,1,2,2,2,40,50,0,0,-1,1,4
-0.763452359383596,0,1,0,1,0,1,0,2,0,0,0,0,29,16,1,-1,1,-1,4
0.1215787419381922,2,2,0,-1,0,1,1,1,0,0,-1,2,37,50,1,-1,1,1,4
0.1215787419381922,2,2,1,1,0,1,1,1,1,1,2,0,34,50,0,1,-1,-1,1
1.9095203607700877,0,2,1,2,1,1,0,1,1,0,0,2,40,50,1,1,2,1,5
1.0155495513541395,0,1,0,-1,0,1,1,2,2,1,0,1,39,50,1,-1,2,0,5
1.0155495513541395,1,1,0,1,1,1,1,1,1,0,2,2,28,50,2,-1,1,1,4
-0.7706041258589237,-1,-1,0,1,0,1,1,1,2,1,0,1,28,5,1,0,-1,-1,4
-0.593597905594566,0,0,2,-1,0,0,1,1,0,0,2,0,27,21,1,0,0,-1,2
-0.7706041258589237,-1,-1,0,1,1,1,-1,1,1,0,0,1,48,49,1,-1,-1,-1,4
1.9095203607700877,2,2,2,1,1,1,1,1,1,2,0,2,49,50,1,2,-1,1,4
-0.593597905594566,1,2,0,1,0,1,0,2,1,0,-1,2,35,49,0,0,1,1,5
0.1215787419381922,0,1,0,1,0,1,1,1,0,2,2,2,35,45,1,0,1,1,5
-0.7706041258589237,-1,-1,0,2,0,1,0,2,0,0,2,2,38,49,2,0,-1,3,0
1.0155495513541395,2,2,1,1,0,0,0,2,1,1,2,0,32,50,1,2,0,1,1
1.9095203607700877,2,0,0,2,1,0,0,1,2,0,2,2,42,50,1,0,-1,1,2
0.1215787419381922,2,1,1,1,2,1,0,1,2,1,2,1,33,50,2,1,-1,1,4
-0.593597905594566,-1,2,0,0,0,2,-1,2,0,0,0,0,35,49,2,-1,2,-1,5
1.0155495513541395,0,2,0,-1,0,1,-1,0,2,0,0,1,24,40,1,-1,1,-1,4
1.0155495513541395,2,2,2,1,1,1,1,0,0,2,2,2,29,50,1,2,1,1,5
0.1215787419381922,1,1,0,1,0,1,1,2,1,1,0,1,29,50,2,0,-1,1,4
-0.7276935270069581,-1,1,-1,-1,-1,-1,-1,1,0,-1,0,0,24,49,1,-1,1,-1,2
1.0155495513541395,0,2,0,-1,0,1,0,2,2,0,2,0,30,45,2,0,1,1,5
-0.593597905594566,0,0,1,1,0,1,1,0,0,0,0,2,30,50,2,1,-1,1,5
-0.7276935270069581,0,0,1,-1,0,1,1,2,2,0,2,2,44,50,2,1,-1,1,4
0.1215787419381922,1,1,0,1,0,0,0,1,0,0,0,0,37,49,2,-1,1,-1,1
1.0155495513541395,0,1,1,0,0,1,1,0,1,0,0,0,28,21,1,1,0,-1,4
0.1215787419381922,2,1,1,0,0,1,1,1,0,0,2,0,42,50,2,2,1,1,1
-0.763452359383596,0,2,1,2,0,1,1,1,0,2,2,2,30,49,1,1,1,1,4
0.1215787419381922,1,0,0,-1,1,1,0,1,0,0,0,1,36,40,1,0,-1,3,2
1.0155495513541395,0,0,0,-1,0,-1,-1,2,0,0,0,0,30,40,1,0,0,-1,1
-0.7276935270069581,0,0,0,-1,0,-1,-1,1,0,-1,0,0,29,50,2,-1,0,-1,1
1.0155495513541395,0,1,-1,-1,-1,-1,-1,1,1,0,0,0,25,50,1,-1,-1,-1,1
-0.593597905594566,-1,1,-1,-1,-1,-1,-1,2,1,0,0,0,25,5,1,-1,1,-1,4
